,latitude,longitude,possible_illegal,room_type
30471,40.6916205335,-73.7628685407,False,Entire home/apt
30476,40.6931064313,-73.7617361612,False,Private room
30482,40.69282657,-73.7582768863,True,Entire home/apt
30484,40.6913387784,-73.7631779311,False,Private room
30487,40.6933724053,-73.7614740068,False,Private room
30494,40.7055389864,-73.7663721804,False,Private room
30497,40.6927824289,-73.7626210028,False,Private room
30501,40.6915473718,-73.7632525258,False,Private room
30507,40.6905350896,-73.7730641564,False,Private room
30508,40.6887231748,-73.7737280619,False,Private room
30510,40.6901501941,-73.7747213284,False,Private room
30514,40.6891038619,-73.7733043171,True,Private room
30515,40.6904465095,-73.7746707542,False,Private room
30517,40.6335847642,-74.0832976873,False,Private room
30521,40.6348850372,-74.0859230783,False,Entire home/apt
30524,40.6298745295,-74.0868913954,False,Private room
30525,40.6215417006,-74.0870110273,True,Private room
30526,40.6351828483,-74.0854590338,True,Private room
30527,40.6348102763,-74.0851868113,True,Private room
30533,40.6335272515,-74.0934919895,True,Entire home/apt
30534,40.6353579257,-74.0853658146,True,Private room
30535,40.6362655389,-74.08543405,True,Private room
30536,40.6348113868,-74.0959115005,False,Entire home/apt
30539,40.631316459,-74.0879908859,False,Private room
30542,40.6210494448,-74.0872347349,True,Private room
30550,40.6442903418,-74.0848408342,False,Private room
30551,40.6453843383,-74.0804032098,False,Private room
30552,40.6477904212,-74.084598158,False,Entire home/apt
30557,40.645665314,-74.0836771581,False,Entire home/apt
30558,40.6453760004,-74.0868412355,True,Private room
30564,40.6468234525,-74.087342748,True,Private room
30566,40.6475886164,-74.0843633737,False,Private room
30573,40.6468910216,-74.0874686611,True,Private room
30576,40.6452378271,-74.0832591004,False,Entire home/apt
30577,40.6473010126,-74.0840849972,True,Private room
30582,40.6460120509,-74.0830388219,True,Private room
30583,40.645241679,-74.0808796743,True,Private room
30586,40.6386049707,-74.0779461971,False,Private room
30588,40.6459438126,-74.0834158638,False,Private room
30589,40.647001731,-74.0822349007,True,Private room
30592,40.6455333753,-74.0832336339,True,Entire home/apt
30593,40.6427013092,-74.0800134525,True,Private room
30594,40.6471074472,-74.0798284836,False,Entire home/apt
30595,40.6444433147,-74.083015545,False,Entire home/apt
30599,40.6357294067,-74.0772014081,False,Private room
30601,40.6333374335,-74.077051357,False,Entire home/apt
30604,40.6303157816,-74.078810284,False,Private room
30605,40.6351636448,-74.0773505201,False,Private room
30606,40.6336604104,-74.0768713713,False,Entire home/apt
30609,40.636277337,-74.0776281345,True,Entire home/apt
30612,40.7349187216,-73.9775233169,False,Entire home/apt
30628,40.7291967329,-73.9772007938,False,Private room
30633,40.7328095547,-73.9746863644,False,Entire home/apt
30636,40.7305046841,-73.9804318481,False,Entire home/apt
30643,40.7338248408,-73.9756758889,True,Entire home/apt
30649,40.7319630542,-73.9793195885,False,Entire home/apt
30664,40.7440534311,-73.9125517174,True,Entire home/apt
30670,40.7392637531,-73.9204545344,False,Entire home/apt
30674,40.7423878035,-73.9221289824,False,Private room
30675,40.7440924749,-73.9186807653,False,Entire home/apt
30686,40.7449926863,-73.9190727163,False,Private room
30691,40.7450916681,-73.9184006511,False,Private room
30695,40.7356220707,-73.9222765565,False,Private room
30698,40.7451687038,-73.9166466469,False,Private room
30699,40.7404912945,-73.9216661444,False,Entire home/apt
30705,40.7399966974,-73.9190126237,False,Private room
30712,40.7437588963,-73.92471916,False,Entire home/apt
30715,40.7412371148,-73.9227315894,False,Private room
30725,40.7458946531,-73.9195647299,False,Entire home/apt
30739,40.7442848453,-73.9197226823,True,Entire home/apt
30747,40.7413959365,-73.9211498285,False,Private room
30749,40.745321672,-73.9197435273,False,Private room
30751,40.7457316472,-73.922608719,False,Private room
30754,40.7363576351,-73.9255766375,True,Entire home/apt
30758,40.7443754174,-73.9242123382,False,Entire home/apt
30760,40.747463841,-73.9141586455,False,Entire home/apt
30762,40.7436763888,-73.9230715312,False,Entire home/apt
30765,40.74557539,-73.9232400058,True,Private room
30767,40.748240183,-73.9136098023,False,Private room
30772,40.7494439956,-73.9136075394,True,Private room
30774,40.7436685575,-73.9226707471,False,Entire home/apt
30779,40.7450193556,-73.9168951478,False,Entire home/apt
30780,40.745296383,-73.9231099633,False,Entire home/apt
30784,40.7460865303,-73.9140584717,False,Entire home/apt
30787,40.7467630368,-73.9149095731,False,Private room
30790,40.7422076403,-73.9183029801,False,Entire home/apt
30793,40.7423636305,-73.9228657136,False,Private room
30795,40.744535624,-73.9239357444,False,Entire home/apt
30801,40.7410226523,-73.9168113568,False,Private room
30803,40.7440884453,-73.9247105855,False,Entire home/apt
30806,40.7426279458,-73.9247603265,False,Private room
30807,40.7420848122,-73.9243399517,False,Private room
30814,40.741472936,-73.9199719994,False,Entire home/apt
30815,40.7398892014,-73.9226006035,True,Private room
30820,40.7440263484,-73.9244357481,False,Entire home/apt
30821,40.7449402318,-73.9151289958,False,Private room
30824,40.7427741378,-73.9194773286,False,Private room
30825,40.7440973255,-73.9199403616,False,Entire home/apt
30830,40.7384987314,-73.9180641581,False,Private room
30846,40.6391181138,-74.0175072971,True,Private room
30848,40.6470123055,-74.0047161985,True,Private room
30853,40.6470309623,-74.0159382164,True,Private room
30857,40.6599968688,-73.9950707507,False,Entire home/apt
30859,40.6449170406,-74.0098206108,False,Entire home/apt
30862,40.6628326097,-73.991544762,False,Entire home/apt
30864,40.6478230749,-74.0094580861,False,Entire home/apt
30870,40.6619755402,-73.9978465055,False,Entire home/apt
30871,40.6487128596,-74.0077380974,True,Private room
30873,40.6615469029,-73.9901330108,False,Private room
30875,40.6444067354,-74.0103080065,False,Private room
30880,40.6564546266,-74.0009399072,False,Entire home/apt
30881,40.6570627066,-74.0018228367,False,Entire home/apt
30882,40.663426934,-73.9932394059,False,Private room
30893,40.6459228634,-74.0126864601,False,Private room
30898,40.6404724515,-74.0084192876,False,Private room
30900,40.6406784253,-74.015307169,False,Private room
30902,40.6523110968,-74.0036625993,True,Private room
30907,40.6621380922,-73.9887563557,False,Entire home/apt
30908,40.6537016881,-74.0071878028,False,Private room
30909,40.6404808059,-74.0215600343,False,Private room
30911,40.6623700954,-73.9964511767,True,Entire home/apt
30912,40.6589380716,-73.9893239485,False,Entire home/apt
30914,40.6599063362,-73.9952048984,False,Private room
30915,40.6446477845,-74.0188103727,False,Private room
30923,40.6406188686,-74.0203441794,True,Private room
30930,40.659376889,-73.9893051591,False,Entire home/apt
30937,40.662524006,-73.9887818573,True,Private room
30939,40.6591320975,-73.9927356231,False,Entire home/apt
30944,40.6441110496,-74.0164503832,False,Private room
30959,40.6619799816,-73.995884446,True,Private room
30960,40.6642348668,-73.9956454962,False,Entire home/apt
30961,40.6468481198,-74.0109702089,False,Entire home/apt
30965,40.65241044,-74.007260237,False,Shared room
30966,40.6622094368,-73.9974306209,False,Private room
30969,40.6399845304,-74.0198608134,False,Private room
30973,40.6506230328,-74.0031526355,True,Entire home/apt
30976,40.6615761845,-73.9895417856,False,Entire home/apt
30981,40.6453218824,-74.0206278805,True,Private room
30993,40.6425387093,-74.0181105016,False,Entire home/apt
31003,40.6628864261,-73.9958359362,False,Entire home/apt
31006,40.6437215094,-74.0206643894,False,Entire home/apt
31011,40.6551069578,-74.0007767414,False,Private room
31012,40.6638724212,-73.990771923,False,Entire home/apt
31013,40.641528686,-74.0156203063,False,Private room
31018,40.6490164453,-74.0089688175,False,Private room
31023,40.6516764536,-74.001775205,False,Entire home/apt
31024,40.6522876307,-74.0067114602,True,Entire home/apt
31029,40.6496168666,-74.0002792982,False,Entire home/apt
31030,40.6397015152,-74.0161985477,False,Private room
31031,40.6622620137,-73.9895624617,False,Entire home/apt
31037,40.665498994,-73.9950109899,False,Entire home/apt
31044,40.6409295923,-74.0151586532,True,Private room
31045,40.6509412945,-74.0066588778,False,Private room
31046,40.6547469014,-74.0121125465,False,Entire home/apt
31047,40.6595672851,-73.9925334202,False,Entire home/apt
31048,40.6605949844,-73.9936120025,False,Entire home/apt
31049,40.6634426854,-73.9923866324,False,Private room
31050,40.6432875017,-74.0178627152,False,Private room
31053,40.6453961499,-74.0078211713,False,Entire home/apt
31055,40.6513717112,-74.0066596798,True,Private room
31057,40.6638293436,-73.9932612174,False,Private room
31058,40.6394719994,-74.0188831863,True,Entire home/apt
31060,40.647499138,-74.0087604891,True,Entire home/apt
31061,40.6640457574,-73.992300147,False,Private room
31062,40.6440042978,-74.0109172163,False,Private room
31067,40.6656713649,-73.995093623,False,Private room
31073,40.6603482681,-73.9959338878,False,Private room
31076,40.6529026538,-74.003994757,False,Entire home/apt
31077,40.6600206643,-73.9907299074,True,Entire home/apt
31084,40.652610745,-74.0036630676,True,Entire home/apt
31085,40.6446862744,-74.0103529185,False,Entire home/apt
31086,40.6503595714,-74.0035740616,False,Private room
31088,40.660842131,-73.9932840285,False,Entire home/apt
31089,40.6629629583,-73.9895454431,False,Entire home/apt
31092,40.6619597198,-73.9917700007,False,Private room
31093,40.6570179619,-73.9987445964,True,Private room
31096,40.6417333313,-74.0151459968,True,Private room
31098,40.6549992825,-74.0067555762,True,Private room
31104,40.6413227441,-74.0176680999,False,Private room
31108,40.6503546343,-74.001866343,False,Private room
31109,40.6596269072,-73.9884723686,False,Entire home/apt
31114,40.6475151643,-74.0059011377,False,Shared room
31121,40.6656656157,-73.9951009941,False,Private room
31124,40.6549406109,-74.0043450062,False,Entire home/apt
31127,40.6561358907,-74.0026615367,False,Private room
31134,40.6606607459,-73.9925681808,False,Entire home/apt
31135,40.6430415671,-74.016045567,False,Private room
31139,40.6551279622,-74.0062094067,False,Private room
31142,40.6463760826,-74.0203400762,False,Entire home/apt
31143,40.6494163858,-74.0074880699,False,Private room
31147,40.6498453377,-74.0020663281,False,Private room
31150,40.6636820215,-73.9926691849,False,Entire home/apt
31152,40.6520275048,-74.0074625437,False,Private room
31153,40.666077505,-73.9951057705,False,Private room
31165,40.7629501982,-73.9843545115,False,Entire home/apt
31169,40.7598977695,-73.9854197059,False,Private room
31171,40.7585343109,-73.9843869046,False,Entire home/apt
31172,40.7607191186,-73.9853451434,False,Private room
31173,40.7597358168,-73.9865969663,False,Shared room
31175,40.7628277562,-73.9856220565,True,Entire home/apt
31176,40.7573089913,-73.9847908235,True,Private room
31177,40.7622391966,-73.9815894825,False,Private room
31180,40.7595031116,-73.9866497753,True,Entire home/apt
31184,40.7569946273,-73.9849332775,False,Private room
31185,40.7614889147,-73.9866555041,False,Entire home/apt
31189,40.7557238063,-73.9853071703,False,Entire home/apt
31190,40.7589470195,-73.988300876,True,Private room
31192,40.7609608402,-73.9864589772,False,Entire home/apt
31194,40.7623411748,-73.9849982523,False,Private room
31197,40.7605366835,-73.9850754016,False,Entire home/apt
31204,40.7586259011,-73.984716804,True,Private room
31209,40.7584820306,-73.9841366366,True,Private room
31210,40.7570820368,-73.989665499,True,Private room
31211,40.7599981317,-73.9841590787,False,Entire home/apt
31212,40.7611914414,-73.9851299364,False,Private room
31213,40.7599549198,-73.9861688948,False,Entire home/apt
31218,40.7597679012,-73.9876327952,False,Entire home/apt
31221,40.7587706628,-73.9886274054,True,Entire home/apt
31222,40.7573135314,-73.984350386,False,Private room
31227,40.7628020179,-73.9850084233,True,Private room
31228,40.7620458065,-73.9845000494,False,Private room
31230,40.7573971597,-73.9833973307,False,Entire home/apt
31233,40.7582864504,-73.9849845048,False,Entire home/apt
31242,40.7553925834,-73.9879748953,True,Private room
31244,40.759642473,-73.9853427542,True,Private room
31247,40.7626240806,-73.9852996724,False,Shared room
31249,40.763775789,-73.984390372,False,Private room
31250,40.7598711325,-73.9872567932,False,Entire home/apt
31251,40.7621685925,-73.9841133438,False,Entire home/apt
31252,40.7628401507,-73.9832998997,False,Entire home/apt
31253,40.7598030277,-73.9873517089,False,Private room
31254,40.7625669933,-73.9857417455,False,Private room
31255,40.7637089932,-73.9850334886,False,Private room
31258,40.7596169946,-73.9830867444,False,Private room
31262,40.75606852,-73.9859335137,True,Entire home/apt
31264,40.7621205239,-73.9861018977,False,Entire home/apt
31265,40.7608295635,-73.9854369985,True,Private room
31280,40.7617396093,-73.9860545264,False,Entire home/apt
31281,40.7609832027,-73.9842745821,False,Entire home/apt
31282,40.7588248918,-73.9879614608,True,Entire home/apt
31286,40.7611781103,-73.9810224082,False,Entire home/apt
31287,40.7608431766,-73.9836721595,False,Entire home/apt
31293,40.7579935078,-73.981967731,True,Private room
31304,40.7593147819,-73.9880291307,False,Private room
31309,40.7565974996,-73.9832903854,False,Entire home/apt
31311,40.7619930202,-73.9862658695,False,Private room
31318,40.8275084367,-73.8136864145,False,Private room
31324,40.8148071469,-73.8010641212,False,Private room
31325,40.6092609251,-74.1009236871,False,Entire home/apt
31326,40.5964155856,-74.0954832458,False,Private room
31327,40.5086843697,-74.2398590517,False,Entire home/apt
31330,40.8388668499,-73.888047373,False,Private room
31335,40.7200806953,-74.0042973712,False,Entire home/apt
31338,40.7165604387,-74.0067836396,False,Entire home/apt
31339,40.7149962288,-74.009402573,False,Entire home/apt
31340,40.7192322938,-74.0066074921,False,Private room
31347,40.7196637354,-74.0029760687,False,Private room
31352,40.7146442799,-74.0069269243,False,Entire home/apt
31363,40.721131183,-74.0047819786,True,Entire home/apt
31364,40.715147143,-74.008669433,False,Private room
31365,40.7166782537,-74.0099740258,False,Entire home/apt
31369,40.7207822277,-74.0090220306,True,Private room
31373,40.7229389064,-74.0104814056,False,Private room
31381,40.7156058304,-74.0064217679,False,Private room
31385,40.7151785706,-74.0086973465,False,Entire home/apt
31386,40.7192831885,-74.0112523746,False,Private room
31387,40.7211659634,-74.0059236987,False,Entire home/apt
31393,40.7119321842,-74.0081679318,True,Private room
31395,40.7202344127,-74.0071538806,False,Entire home/apt
31396,40.7172857634,-74.0042415038,False,Entire home/apt
31397,40.7172591732,-74.0113356943,False,Entire home/apt
31398,40.7177841944,-74.0045150619,False,Entire home/apt
31402,40.7221593005,-74.011865187,False,Entire home/apt
31405,40.7192742723,-74.0045348869,True,Entire home/apt
31410,40.7174298612,-74.0062313506,False,Entire home/apt
31411,40.7192366516,-74.0116485065,False,Private room
31413,40.7148062004,-74.0093356342,False,Entire home/apt
31418,40.7194144306,-74.0041578003,True,Entire home/apt
31419,40.712139754,-74.008063358,False,Private room
31421,40.7189241306,-74.0035068835,False,Entire home/apt
31422,40.7206873247,-74.0073805408,False,Entire home/apt
31425,40.7117541833,-74.0083953394,False,Private room
31426,40.7181166198,-74.0073070961,False,Entire home/apt
31428,40.7146580477,-74.0080231382,False,Private room
31430,40.7196853682,-74.0087616702,False,Entire home/apt
31433,40.718701072,-74.0038414256,False,Private room
31437,40.7177306667,-74.0117475535,False,Entire home/apt
31438,40.7159159179,-74.0115021579,False,Entire home/apt
31439,40.7117241835,-74.0084599825,False,Entire home/apt
31440,40.7180673352,-74.009568453,True,Private room
31444,40.7183456976,-74.0064807211,False,Private room
31455,40.7197431538,-74.0079463755,False,Entire home/apt
31457,40.7141713254,-74.0067828129,False,Entire home/apt
31458,40.7251544905,-74.0107099483,False,Entire home/apt
31460,40.7159510935,-74.0064763708,False,Entire home/apt
31462,40.7197584375,-74.005707035,True,Entire home/apt
31466,40.7190785243,-74.0054587539,False,Entire home/apt
31474,40.7136056851,-74.0110889368,False,Entire home/apt
31476,40.7151100138,-74.0092604419,False,Entire home/apt
31479,40.7200628105,-74.0104329308,False,Private room
31481,40.7155002693,-74.0080661334,False,Private room
31482,40.7251988796,-74.0105350008,False,Entire home/apt
31483,40.7201815862,-74.0098107273,False,Private room
31487,40.7185685423,-74.0070409931,False,Private room
31499,40.7169442302,-74.0057206406,False,Private room
31500,40.7110163411,-73.9937411521,False,Entire home/apt
31503,40.711735161,-73.9953509958,False,Private room
31506,40.7119309841,-73.9945364648,False,Private room
31507,40.7109605069,-73.9956863402,False,Private room
31508,40.7125472307,-73.9952865759,False,Private room
31509,40.7106286461,-73.9952622676,True,Private room
31525,40.7127133833,-73.9977558894,True,Private room
31526,40.7113733495,-73.9940255578,False,Private room
31527,40.7118968535,-73.9963818227,True,Private room
31550,40.7122649565,-73.9941609239,False,Private room
31551,40.7112292546,-73.9971087214,False,Entire home/apt
31560,40.7005170965,-73.9827930047,True,Private room
31563,40.7037916404,-73.9821958003,False,Entire home/apt
31565,40.7014612236,-73.9818789283,False,Entire home/apt
31568,40.7043990826,-73.9815297691,False,Private room
31570,40.7010188973,-73.983016439,True,Entire home/apt
31571,40.7026599563,-73.98349986,False,Entire home/apt
31572,40.698544344,-73.9843331527,False,Entire home/apt
31573,40.7015550955,-73.9834340161,False,Entire home/apt
31575,40.6989307534,-73.9851579079,False,Entire home/apt
31585,40.7533756164,-73.9061769006,False,Private room
31589,40.7443561844,-73.9114089062,False,Private room
31594,40.746478939,-73.9044385041,False,Entire home/apt
31597,40.7469968952,-73.9030697636,False,Entire home/apt
31599,40.7506639889,-73.9042407774,False,Private room
31602,40.7437743548,-73.9122497302,True,Private room
31606,40.7508083222,-73.8982057328,True,Entire home/apt
31610,40.7512155405,-73.8992165764,True,Private room
31615,40.742090547,-73.9028167971,False,Private room
31616,40.7470535987,-73.8956422714,False,Private room
31620,40.7456923086,-73.9032780332,False,Private room
31625,40.7419846421,-73.8955762634,True,Entire home/apt
31633,40.751053182,-73.8998881112,True,Private room
31638,40.7420405558,-73.9031423779,False,Private room
31649,40.7462631302,-73.8972715524,False,Private room
31651,40.7439175359,-73.8924655138,False,Entire home/apt
31652,40.7418350546,-73.9013604321,False,Private room
31653,40.7461726512,-73.8918396944,False,Entire home/apt
31656,40.7440396201,-73.9068848709,False,Shared room
31660,40.7426538779,-73.8978143824,True,Private room
31662,40.7465276496,-73.9042061208,False,Entire home/apt
31666,40.7417397452,-73.9015231879,True,Private room
31670,40.7493617959,-73.8962971611,False,Entire home/apt
31671,40.744089044,-73.9112190139,True,Private room
31674,40.7425976216,-73.9070607301,True,Entire home/apt
31676,40.7440910166,-73.8986408619,False,Private room
31677,40.7465782678,-73.8958242332,False,Private room
31678,40.7454859928,-73.9087242384,True,Entire home/apt
31683,40.746877494,-73.9067377378,False,Private room
31695,40.7433327678,-73.8962094477,True,Private room
31697,40.7454356337,-73.9026908824,False,Private room
31700,40.8309289863,-73.8571888785,False,Private room
31702,40.8553492455,-73.9138818966,True,Private room
31704,40.8569596343,-73.9143860979,True,Private room
31705,40.8571059344,-73.9159401595,True,Private room
31716,40.7863339527,-73.955275153,False,Shared room
31717,40.7596563742,-73.9612716911,False,Entire home/apt
31731,40.7724691705,-73.9466492595,False,Entire home/apt
31739,40.7761350126,-73.9503701697,False,Entire home/apt
31740,40.7647564616,-73.9684998463,False,Entire home/apt
31741,40.7701553701,-73.9571629655,False,Entire home/apt
31744,40.7671374551,-73.9592182905,True,Entire home/apt
31746,40.7797502845,-73.9497744397,True,Entire home/apt
31749,40.7725233266,-73.9555986061,False,Entire home/apt
31756,40.7622569974,-73.9598383519,False,Private room
31759,40.7779189232,-73.9538967431,True,Entire home/apt
31762,40.7717650035,-73.9556936794,True,Private room
31763,40.7788660564,-73.9540551863,True,Private room
31765,40.769958995,-73.9587494542,False,Entire home/apt
31772,40.7769349954,-73.9540817122,False,Entire home/apt
31774,40.7790693529,-73.9489554708,True,Entire home/apt
31785,40.7634758182,-73.9588445436,False,Entire home/apt
31786,40.7623325564,-73.9620217092,False,Private room
31789,40.7771486713,-73.9478809638,False,Entire home/apt
31793,40.7683178741,-73.9611814783,False,Entire home/apt
31794,40.7828964216,-73.946940535,False,Entire home/apt
31797,40.7744806344,-73.94807551,False,Entire home/apt
31806,40.7618182838,-73.966348003,False,Entire home/apt
31809,40.7612574895,-73.9616316286,True,Entire home/apt
31810,40.7801986808,-73.9478930193,False,Entire home/apt
31811,40.7684813731,-73.9546828842,False,Entire home/apt
31814,40.7758952669,-73.9422691341,True,Entire home/apt
31822,40.7703229506,-73.9533123703,True,Private room
31826,40.7786715773,-73.9512148386,True,Private room
31831,40.7756152492,-73.9483984245,False,Private room
31840,40.7840097053,-73.9513456306,True,Private room
31841,40.7711152759,-73.9494412281,False,Entire home/apt
31844,40.7792170614,-73.9550181657,False,Entire home/apt
31845,40.7784928791,-73.9504615925,False,Entire home/apt
31851,40.7694162902,-73.9564140354,True,Private room
31854,40.7705441236,-73.9549664758,True,Entire home/apt
31855,40.7618344993,-73.9579246569,False,Entire home/apt
31856,40.7673167962,-73.9684866923,False,Entire home/apt
31859,40.7726873999,-73.9505460106,False,Entire home/apt
31861,40.7720509394,-73.9475526795,False,Entire home/apt
31864,40.765716384,-73.9554130527,True,Private room
31865,40.7687752608,-73.958939481,True,Private room
31866,40.7627229981,-73.9677452713,True,Entire home/apt
31868,40.7820222978,-73.9471892843,True,Private room
31869,40.7804176256,-73.9512832186,False,Entire home/apt
31870,40.7620513193,-73.9638164019,True,Entire home/apt
31880,40.7628199639,-73.963696153,False,Private room
31881,40.7665513925,-73.956587477,False,Private room
31882,40.7756926867,-73.9520214999,False,Entire home/apt
31889,40.7725386718,-73.9619311345,True,Entire home/apt
31891,40.7617676435,-73.9572244852,False,Entire home/apt
31896,40.7807369068,-73.9486702956,False,Entire home/apt
31897,40.7611472295,-73.962338326,False,Entire home/apt
31899,40.766306912,-73.956372585,True,Private room
31909,40.7776780266,-73.9501738238,False,Entire home/apt
31910,40.7746841236,-73.9498366843,False,Entire home/apt
31916,40.7637001952,-73.9695863598,False,Entire home/apt
31920,40.7849079495,-73.9507976794,False,Entire home/apt
31923,40.7657902336,-73.9573214871,True,Entire home/apt
31925,40.7623806922,-73.9623502656,True,Private room
31928,40.7615652322,-73.9611158398,False,Entire home/apt
31934,40.7854137493,-73.9507221637,True,Private room
31936,40.7748418242,-73.9572619766,False,Private room
31942,40.7763830686,-73.9524730704,False,Entire home/apt
31943,40.7712878462,-73.9610015744,False,Entire home/apt
31956,40.7709162816,-73.948822626,False,Entire home/apt
31959,40.7726018879,-73.9564065314,False,Entire home/apt
31961,40.7667150211,-73.9704698708,False,Entire home/apt
31962,40.769469713,-73.9563231666,True,Entire home/apt
31969,40.7763681896,-73.951747372,True,Entire home/apt
31974,40.763119282,-73.9662366169,True,Private room
31977,40.7635247194,-73.9554770999,True,Entire home/apt
31987,40.775194904,-73.9568816899,False,Entire home/apt
31990,40.7757673441,-73.952864513,True,Entire home/apt
31998,40.783720386,-73.9527637371,False,Private room
32001,40.7691962945,-73.9543120825,False,Entire home/apt
32004,40.7719424468,-73.9560031028,False,Entire home/apt
32011,40.7692768512,-73.9502090524,True,Entire home/apt
32017,40.7719444952,-73.9477251815,True,Private room
32019,40.7684982702,-73.9603353471,True,Private room
32024,40.7732132929,-73.9491851621,True,Entire home/apt
32025,40.7806586921,-73.9567626738,False,Entire home/apt
32026,40.7654304912,-73.9546903828,False,Shared room
32027,40.7779336016,-73.9601968734,False,Entire home/apt
32028,40.766096039,-73.9573045907,True,Entire home/apt
32032,40.7644624682,-73.9560313233,False,Private room
32034,40.7704488686,-73.9556360489,True,Private room
32041,40.7729044669,-73.9527614464,False,Entire home/apt
32044,40.7692845029,-73.9616322362,False,Private room
32047,40.7610602751,-73.9588977182,False,Private room
32049,40.7807266702,-73.9497616923,False,Entire home/apt
32055,40.7793638255,-73.9496246305,True,Entire home/apt
32056,40.7774526907,-73.9542133393,True,Private room
32057,40.7759825257,-73.9519777101,False,Entire home/apt
32060,40.7671897965,-73.9530286078,False,Entire home/apt
32062,40.7738090863,-73.9545319857,True,Entire home/apt
32064,40.7830574643,-73.9458052899,False,Entire home/apt
32065,40.7689579162,-73.9589792015,False,Private room
32067,40.7711456107,-73.9586676326,False,Private room
32069,40.7692298577,-73.9553194469,False,Entire home/apt
32073,40.7639953038,-73.9586978144,False,Entire home/apt
32074,40.7861394546,-73.9528028738,False,Entire home/apt
32076,40.7811083439,-73.9479491389,False,Entire home/apt
32078,40.7644893994,-73.9616891265,False,Private room
32082,40.7651702942,-73.9666497242,False,Entire home/apt
32084,40.7683467252,-73.9587166741,False,Entire home/apt
32089,40.7772449484,-73.958828864,False,Entire home/apt
32094,40.7685449744,-73.9553234373,False,Entire home/apt
32098,40.7769846196,-73.9584022459,False,Entire home/apt
32099,40.7635212962,-73.9639382679,True,Entire home/apt
32100,40.7629917539,-73.9616641337,False,Entire home/apt
32104,40.7664374119,-73.958028457,False,Entire home/apt
32105,40.7793633689,-73.9573586066,True,Entire home/apt
32112,40.7693965785,-73.9572044456,False,Entire home/apt
32113,40.7693330014,-73.9570884639,True,Entire home/apt
32115,40.7763507733,-73.9481258629,False,Entire home/apt
32116,40.7663665891,-73.9534450485,False,Entire home/apt
32117,40.7631030395,-73.963929015,False,Entire home/apt
32118,40.7828432273,-73.9482464565,False,Entire home/apt
32123,40.7748697124,-73.9490003194,False,Entire home/apt
32125,40.7712614218,-73.9548293454,False,Shared room
32128,40.7711953255,-73.953192653,False,Entire home/apt
32129,40.7696776291,-73.9593001723,False,Entire home/apt
32130,40.7755003575,-73.9474977328,False,Private room
32131,40.7606006807,-73.9602765495,False,Entire home/apt
32133,40.7828445176,-73.9471323444,False,Private room
32134,40.7759394101,-73.9558388494,False,Entire home/apt
32136,40.7770691485,-73.9565183161,True,Private room
32140,40.7645869119,-73.9584088802,False,Entire home/apt
32145,40.7713083983,-73.9620846735,True,Entire home/apt
32146,40.7722146914,-73.9558556086,False,Entire home/apt
32147,40.7833018624,-73.9541422903,False,Private room
32152,40.7719605353,-73.9542078571,False,Private room
32153,40.7717917875,-73.951323216,False,Private room
32156,40.7628825684,-73.9644850059,True,Entire home/apt
32157,40.7723447446,-73.9604543048,False,Entire home/apt
32158,40.7703774958,-73.9582921498,False,Entire home/apt
32159,40.7840162741,-73.9497433589,False,Entire home/apt
32160,40.76158227,-73.960308706,False,Private room
32161,40.770251208,-73.9549125509,True,Entire home/apt
32162,40.7773747216,-73.9560446025,False,Entire home/apt
32163,40.7765768575,-73.9485128951,False,Entire home/apt
32164,40.7754900765,-73.9552363587,False,Private room
32170,40.7743219192,-73.9578702005,False,Entire home/apt
32173,40.7748676998,-73.9502914995,False,Entire home/apt
32177,40.7776249879,-73.9515975263,False,Entire home/apt
32178,40.7617178994,-73.9607374045,False,Entire home/apt
32182,40.7763247926,-73.9545750568,True,Private room
32183,40.7817391742,-73.9482870349,False,Entire home/apt
32184,40.7658088213,-73.9564999611,True,Entire home/apt
32186,40.7815501195,-73.9517527665,False,Entire home/apt
32191,40.7778079934,-73.9584535487,False,Entire home/apt
32195,40.7619171365,-73.9597048968,False,Entire home/apt
32199,40.7803126405,-73.9465319557,False,Entire home/apt
32200,40.771021931,-73.9535716385,False,Entire home/apt
32203,40.7770269142,-73.9477278619,False,Entire home/apt
32204,40.7663613037,-73.9576631884,True,Entire home/apt
32206,40.7710689032,-73.9532203018,False,Entire home/apt
32207,40.7612655841,-73.958148852,False,Entire home/apt
32209,40.7662081319,-73.9586573589,True,Entire home/apt
32210,40.7672301608,-73.9550976058,False,Private room
32211,40.7784334579,-73.9519100932,False,Entire home/apt
32216,40.7833958228,-73.9517177389,False,Entire home/apt
32219,40.761485243,-73.9648794036,False,Entire home/apt
32220,40.7758957004,-73.9492080665,False,Entire home/apt
32223,40.7712730493,-73.9517451794,True,Private room
32226,40.7830812046,-73.9469735618,False,Entire home/apt
32230,40.7827822783,-73.9482032966,False,Entire home/apt
32233,40.7721174705,-73.9466075822,True,Entire home/apt
32237,40.7762552271,-73.9524597503,False,Entire home/apt
32238,40.774957868,-73.9558320618,True,Private room
32240,40.7734549288,-73.9584802435,False,Private room
32244,40.782709698,-73.9528821551,False,Entire home/apt
32247,40.7738801566,-73.946616082,False,Entire home/apt
32249,40.7811297148,-73.9545187456,False,Entire home/apt
32250,40.7769313515,-73.9563158226,True,Private room
32252,40.7768029882,-73.9482461988,True,Entire home/apt
32253,40.7630118884,-73.9673417918,False,Private room
